text,user_id,topic,source,timestamp
"Mahesh dialogue delivery chalaa baagundi, goosebumps vachindi",user_019,movies,telegram,2024-03-19
"weekend inlo rest, chalaaa santosham nEnu",user_006,general,twitter,2024-01-28
"HanuMan movie chala bagundi, Mahesh acting super undhi",user_051,movies,facebook,2024-03-12
"tech conference ee roju, mobile talk chalaa manchii",user_033,technology,twitter,2024-06-10
"coding project complete chesanu, chala santhosam nEnu",user_089,technology,facebook,2024-03-18
"last over chalaa thrilling ga undi, SRH won by 2 runs",user_026,cricket,facebook,2024-04-27
"new year resolution follow chesanu, manchi progress",user_004,general,facebook,2024-01-06
"BRS government new scheme announce chesindi, manchii unndi",user_045,politics,instagram,2024-06-10
"SSC result rrepu vastundi, nervous ga unndi nenu",user_009,education,twitter,2024-02-06
"music listen chesanu, anipstundi manchi ga ipudu",user_051,general,facebook,2024-01-18
"restaurant lo biryani order chesanu, taste chaala manchi ga",user_016,food,instagram,2024-06-22
India win chesindi bro! celebration time unndi,user_005,cricket,twitter,2024-06-26
"Devara bgm chala bagundhi, oka sari vintanu",user_062,movies,linkedin,2024-05-29
"budget announce chesindi, tax changes ledhu bagundi",user_007,politics,twitter,2024-03-14
"rain raaavaali unndi, intlo l0 anipistuntundi manchi ga",user_075,general,twitter,2024-06-20
"biryani recipe try chesanu, chalaaa easy ga undi",user_042,food,facebook,2024-05-03
"roti curry chaala bagundhi, Hotel Shadab lo tinnali velali manamu",user_005,food,facebook,2024-01-31
"data science course join chesanu, chaala useful undi",user_045,technology,facebook,2024-05-27
"hero introduction scene chalaa manchi ga, whistle vesamu",user_040,movies,instagram,2024-02-22
"last over chaala thrilling ga unndi, CSK won by 2 runs",user_052,cricket,instagram,2024-02-06
"Hardik century kottadu, chalaa manchii performance",user_073,cricket,telegram,2024-05-06
"social media chalaa time waste, limit cheyyali",user_024,general,instagram,2024-04-13
"hero introduction scene chalaaa manchi, whistle vesamu",user_025,movies,youtube,2024-03-16
"friends too group study chesamu, chalaaa helpful undi",user_145,education,facebook,2024-02-01
"ticket book chesanu Kalki koosam, chaala excited",user_102,movies,facebook,2024-04-01
"pharmacy lo appointment fix chesanu, waiting unndi nEnu",user_009,health,instagram,2024-04-18
"college l0 assignment submit chesanu, bagaa ippude",user_089,education,facebook,2024-01-01
"cinema chuudali vellali eeroju, Dragon release ayyindi",user_055,movies,facebook,2024-05-18
"Sunday special pesarattu chestanu, family all ishtam",user_042,food,facebook,2024-02-02
"cold chalaaa ekkuva undi, rest teesukuntunna",user_042,health,twitter,2024-01-02
"IPL season start ayyindi, chaala excited ga baga nEnu",user_024,cricket,telegram,2024-06-09
"election results rrepu vastunnai, vote chesara nuvvu",user_007,politics,facebook,2024-06-20
"ee roju chaala baagundi ga unndi, santosham nEnu",user_051,general,instagram,2024-05-02
"naenu new book reading chesanu, chalaaa interesting undi",user_044,general,twitter,2024-05-16
"yoga start chesanu, stress chala reduce ayyindi",user_027,health,instagram,2024-02-03
"software chalaaa interesting, learn kaavali nEnu",user_028,technology,twitter,2024-05-20
"ott release repuu Kalki, manam chudali together inlo loo",user_007,movies,youtube,2024-04-16
"idli chalaa baagundi, amma cheyyi vanta lo tinaali vellali manamu",user_026,food,facebook,2024-04-20
"hero introduction scene chalaaa manchii, whistle vesamu",user_015,movies,twitter,2024-01-17
"political rally loo crowd chalaaa ekkuva, speech inspiring undi",user_007,politics,twitter,2024-03-29
"medicine teesukuntunna, anipstundi manchi ippudu",user_121,health,facebook,2024-04-23
"online class lo data science nerchukunna, chalaa useful",user_009,technology,twitter,2024-01-10
"KL Rahul century kottadu, chaala manchi performance",user_026,cricket,instagram,2024-06-17
"cooking chesanu today, mirchi bajji chaala tasty ayyindi",user_046,food,facebook,2024-06-23
"gym vellali nEnu eeroju, fitness chaala important",user_037,health,facebook,2024-04-15
YSRCP vs Congress debate chalaa intense ga undhi,user_013,politics,facebook,2024-04-16
"food delivery order chesanu, pulihora ravaali kosam waiting undi nenu",user_043,food,facebook,2024-01-27
"KL Rahul century kottadu, chaala manchi ga performance",user_079,cricket,telegram,2024-03-13
"new Realme launch ayyindi, features chaala manchi ga",user_004,technology,facebook,2024-04-15
"software pani at naenu, ChatGPT use undhi",user_036,technology,facebook,2024-03-31
"weekend plans emi undi, suggest cheyyandi",user_044,general,telegram,2024-01-24
"drinking water chalaa ekkuva undhi, health improve avutundi",user_121,health,facebook,2024-03-02
"data science course join chesanu, chala useful unndi",user_020,technology,twitter,2024-04-04
"Bawarchi new branch open ayyindi, ee roju try chedam",user_008,food,twitter,2024-03-11
"fever chalaa ekkuva unndi, rest teesukuntunna",user_037,health,facebook,2024-02-07
"budget announce chesindi, tax changes ledu baagundi",user_013,politics,facebook,2024-06-14
"cricket match bagundhi undhi yaar, RCB vs CSK epic ga undhi",user_010,cricket,twitter,2024-02-14
"Pushpa 2 bgm chalaa bagundi, oka sari vintanu",user_003,movies,instagram,2024-02-22
"Realme vs Realme comparison choodali, which better undi",user_033,technology,facebook,2024-06-18
"Prabhas performance chalaaa manchi, fans happy unnrau",user_006,movies,telegram,2024-01-07
"new Samsung launch ayyindi, features chala manchii",user_040,technology,twitter,2024-03-28
"new policy announce chesindi, citizens anipistuntundi santhosam",user_013,politics,instagram,2024-04-14
"Dragon bgm chalaa baagundi, oka sari vintanu",user_001,movies,instagram,2024-06-30
"online class lo software nerchukunna, chalaaa useful",user_119,technology,instagram,2024-03-12
"team selection bagundi ledu, Bumrah ledu select chesaru",user_040,cricket,twitter,2024-03-29
"drinking water chaala ekkuva unndi, health improve avutundi",user_001,health,instagram,2024-04-15
"MLA speech bagundi ledu, promises only chestunnadu",user_010,politics,twitter,2024-02-10
"maths paper chalaa easy ga undhi, confident ga rasanu",user_028,education,facebook,2024-05-31
"health checkup chesanu, doctor said bagundi undi all",user_037,health,telegram,2024-01-30
"team selection baagundi ledu, KL Rahul ledhuu select chesaru",user_066,cricket,facebook,2024-02-27
"cooking chesanu today, dosa chalaaa tasty ayyindi",user_036,food,instagram,2024-01-11
"new year resolution follow chesanu, manchi ga progress",user_066,general,twitter,2024-01-31
"library loo study chesanu, peaceful ga unndi",user_129,education,facebook,2024-06-03
"budget announce chesindi, tax changes ledhuu bagundhi",user_002,politics,telegram,2024-01-09
"new policy announce chesindi, citizens anipstundi santhosam",user_001,politics,telegram,2024-05-24
"lunch lo idli tinna, chala santhosam nenu",user_042,food,youtube,2024-06-21
"MTR lo dosa best unndi, price also reasonable",user_083,food,facebook,2024-02-19
"music listen chesanu, anipstundi manchi ga ippude",user_035,general,facebook,2024-05-26
"interval block chala thrilling, HanuMan hit avutundi anipistundi",user_022,movies,telegram,2024-01-10
"movie review: Kalki story bagundhi, visuals chala manchi",user_015,movies,instagram,2024-03-06
"KL Rahul century kottadu, chaala manchi ga performance",user_053,cricket,instagram,2024-02-29
"cricket undi chalaa interesting, DC vs SRH ee weekend",user_085,cricket,instagram,2024-03-08
"cold chalaaa ekkuva unndi, rest teesukuntunna",user_086,health,telegram,2024-05-02
"coding project complete chesanu, chala santhosham nEnu",user_009,technology,twitter,2024-02-11
"software chala interesting, learn kaavali nenu",user_084,technology,youtube,2024-01-02
"knee pain undhi nenu, doctor at vellali eeroju",user_012,health,telegram,2024-04-09
"knee pain chaala ekkuva undi, rest teesukuntunna",user_046,health,whatsapp,2024-05-28
"new iPhone launch ayyindi, features chalaa manchi",user_032,technology,facebook,2024-03-28
"HanuMan movie chalaa baagundi, Ram Charan acting super undhi",user_015,movies,twitter,2024-01-13
"amma cheyyi dosa taste chalaaa bagundhi, miss undhi naenu",user_043,food,twitter,2024-04-08
"Dhoni century kottadu, chaala manchi performance",user_036,cricket,youtube,2024-05-30
"tuition at biology nerchukunna, concept clear ayyindi",user_039,education,twitter,2024-02-17
"social media chalaaa time waste, limit cheyyali",user_044,general,youtube,2024-06-20
"software update release ayyindi, bugs fix ayyai",user_126,technology,instagram,2024-06-16
"cricket undhi chalaaa interesting, PBKS vs MI ee weekend",user_031,cricket,telegram,2024-05-09
"interval block chala thrilling, Dragon hit avutundi anipistundi",user_009,movies,telegram,2024-01-26
"Ram Charan dialogue delivery chalaa baagundi, goosebumps vachindi",user_007,movies,twitter,2024-06-17
"MLA speech bagundi ledu, promises only chestunnadu",user_013,politics,linkedin,2024-04-25
Congress vs TDP debate chaala intense ga undi,user_008,politics,twitter,2024-04-25
"cricket undi chalaaa interesting, DC vs PBKS ee weekend",user_073,cricket,linkedin,2024-04-30
"Devara movie chalaaa baagundi, Vijay Deverakonda acting super undhi",user_028,movies,instagram,2024-06-24
"IPL season start ayyindi, chalaaa excited ga bagaa nEnu",user_142,cricket,youtube,2024-01-25
"new policy announce chesindi, citizens anipistundi santhosham",user_139,politics,facebook,2024-02-07
"ee week chala busy ga undi, tired anipistundi naenu",user_080,general,facebook,2024-01-11
"study chesanu biology kosam, chalaaa difficult unndi",user_091,education,youtube,2024-02-17
match chudali ante manam vellaali stadium ki,user_073,cricket,facebook,2024-06-16
"IPL finals ee rooju chudali, chalaaa excited naenu",user_040,cricket,youtube,2024-02-04
"iPhone vs Realme comparison chuudali, which better undi",user_006,technology,youtube,2024-06-29
"friends too outing ki vellali repuu, excited nEnu",user_059,general,twitter,2024-02-14
"library loo study chesanu, peaceful ga undhi",user_058,education,whatsapp,2024-01-08
"restaurant lo pulihora order chesanu, taste chaala manchii",user_053,food,youtube,2024-02-29
"IPL finals eeroju chudali, chalaa excited naenu",user_040,cricket,twitter,2024-05-28
"data science course join chesanu, chalaaa useful unndi",user_079,technology,instagram,2024-05-01
"ott release repu Pushpa 2, mnam choodali together inlo l0",user_011,movies,facebook,2024-03-14
"medicine teesukuntunna, anipistuntundi manchi ippudu",user_013,health,telegram,2024-06-29
"cooking chesanu today, roti curry chalaa tasty ayyindi",user_029,food,facebook,2024-03-20
"political rally lo crowd chala ekkuva, speech inspiring undi",user_012,politics,telegram,2024-02-20
"UPSC exams ravaali unnaru, chalaa stress ga unndi naenu",user_079,education,facebook,2024-06-25
Congress vs TDP debate chala intense ga unndi,user_001,politics,instagram,2024-04-19
"food delivery order chesanu, dosa ravali kosaam waiting unndi nenu",user_011,food,twitter,2024-02-27
"tech conference ee rooju, AI talk chaala manchi",user_090,technology,twitter,2024-02-08
"cinema choodali vellali ee rooju, Guntur Kaaram release ayyindi",user_028,movies,telegram,2024-05-09
"movie review: Devara story bagundi, visuals chalaa manchi",user_003,movies,twitter,2024-01-04
"lunch loo dosa tinna, chalaaa santosham nenu",user_003,food,instagram,2024-04-23
"library l0 study chesanu, peaceful ga undi",user_108,education,twitter,2024-02-26
"dosa chalaa baagundi, Paradise lo tinali velali mnam",user_008,food,twitter,2024-03-06
"MLA speech bagundhi ledu, promises only chestunnadu",user_101,politics,twitter,2024-05-30
"laptop update release ayyindi, bugs fix ayyai",user_001,technology,facebook,2024-06-22
"mobile update release ayyindi, bugs fix ayyai",user_004,technology,facebook,2024-03-13
"IPL finals eeroju chudali, chaala excited nEnu",user_050,cricket,facebook,2024-01-04
"cinema choodali vellaali ee roju, Pushpa 2 release ayyindi",user_015,movies,twitter,2024-04-12
"software pani at nenu, AI use undi",user_006,technology,youtube,2024-06-13
"cricket match bagundi undi yaar, RCB vs SRH epic ga unndi",user_010,cricket,twitter,2024-05-29
"food delivery order chesanu, dosa ravali kosaam waiting unndi nenu",user_016,food,youtube,2024-03-08
"cricket match bagundhi unndi yaar, RCB vs MI epic ga undi",user_043,cricket,twitter,2024-01-06
"app crash avutundi, fix how telusuu ledhu naenu",user_006,technology,instagram,2024-06-27
"app crash avutundi, fix how telusu ledu naenu",user_013,technology,facebook,2024-01-23
"traffic chalaaa ekkuva eeroju, office late ayyanu",user_075,general,instagram,2024-03-17
"election results repu vastunnai, vote chesara nuvvuu",user_002,politics,twitter,2024-01-12
"app crash avutundi, fix how telusuu ledu naenu",user_134,technology,facebook,2024-05-17
"health checkup chesanu, doctor said baagundi unndi all",user_018,health,instagram,2024-04-22
"friends too group study chesamu, chalaa helpful unndi",user_075,education,twitter,2024-04-11
"computer science paper chalaa easy ga undhi, confident ga rasanu",user_048,education,twitter,2024-04-28
"election campaign start ayyindi, manamu vote koosam BRS",user_013,politics,twitter,2024-03-05
"tech conference ee roju, software talk chala manchi",user_006,technology,facebook,2024-05-25
"Kalki movie chaala baagundi, Vijay Deverakonda acting super unndi",user_031,movies,facebook,2024-03-27
"college lo assignment submit chesanu, baga ippude",user_078,education,telegram,2024-01-08
"cinema chudali velali ee roju, Dragon release ayyindi",user_024,movies,facebook,2024-01-01
"lunch lo gongura chicken tinna, chala santosham nenu",user_001,food,twitter,2024-06-05
"CM speech bagundhi ledu, promises only chestunnadu",user_074,politics,twitter,2024-05-16
"amma cheyyi idli taste chalaaa bagundhi, miss undi nEnu",user_023,food,facebook,2024-03-03
"app crash avutundi, fix how telusu ledhu naenu",user_006,technology,twitter,2024-03-11
"last over chala thrilling ga unndi, PBKS won by 2 runs",user_079,cricket,whatsapp,2024-03-26
"ChatGPT chaala interesting, learn kaavali nEnu",user_012,technology,twitter,2024-03-11
"tuition at history nerchukunna, concept clear ayyindi",user_063,education,instagram,2024-03-13
"Apollo lo treatment chesaru, chalaaa manchi ga doctors",user_016,health,facebook,2024-05-24
"medicine teesukuntunna, anipistundi manchi ipudu",user_093,health,instagram,2024-05-17
"weekend inlo rest, chalaaa santosham naenu",user_025,general,youtube,2024-02-23
"mobile update release ayyindi, bugs fix ayyai",user_009,technology,youtube,2024-03-19
"headache undi nenu, doctor at velali eeroju",user_037,health,twitter,2024-04-04
"MP MLA constituency development chesadu, chalaaa manchii",user_088,politics,instagram,2024-06-10
"new policy announce chesindi, citizens anipistundi santhosam",user_008,politics,twitter,2024-02-12
"IPL season start ayyindi, chalaaa excited ga baga naenu",user_090,cricket,twitter,2024-05-27
"new policy announce chesindi, citizens anipistuntundi santhosam",user_128,politics,twitter,2024-05-14
"exam hall ticket download chesanu, ready unndi naenu",user_048,education,youtube,2024-01-18
"biology paper chaala easy ga unndi, confident ga rasanu",user_015,education,youtube,2024-06-25
"IPL season start ayyindi, chala excited ga bagaa nenu",user_030,cricket,facebook,2024-02-09
"online class l0 ChatGPT nerchukunna, chalaaa useful",user_009,technology,facebook,2024-04-06
"Guntur Kaaram bgm chalaa bagundhi, oka sari vintanu",user_063,movies,twitter,2024-01-22
"Virat century kottadu, chala manchii performance",user_030,cricket,twitter,2024-06-27
"biology paper chalaa easy ga undi, confident ga rasanu",user_037,education,twitter,2024-03-12
"election results repuu vastunnai, vote chesara nuvu",user_002,politics,twitter,2024-04-30
"data science course join chesanu, chala useful undi",user_009,technology,twitter,2024-06-01
"cooking chesanu today, gongura chicken chalaaa tasty ayyindi",user_033,food,twitter,2024-02-27
"medicine teesukuntunna, anipistuntundi manchi ipudu",user_029,health,twitter,2024-01-04
"laptop update release ayyindi, bugs fix ayyai",user_030,technology,twitter,2024-05-09
"Chutneys new branch open ayyindi, ee roju try chedam",user_003,food,twitter,2024-04-29
"restaurant lo dosa order chesanu, taste chalaaa manchi",user_046,food,telegram,2024-03-17
"cooking chesanu today, gongura chicken chala tasty ayyindi",user_003,food,twitter,2024-02-03
"ticket book chesanu Pushpa 2 kosam, chaala excited",user_051,movies,facebook,2024-03-23
"ee week chalaa busy ga undhi, tired anipstundi nenu",user_047,general,facebook,2024-03-17
"weekend plans emi undhi, suggest cheyyandi",user_034,general,facebook,2024-05-13
BRS vs TDP debate chaala intense ga undi,user_071,politics,youtube,2024-03-03
"amma cheyyi idli taste chaala baagundi, miss unndi nenu",user_003,food,youtube,2024-01-30
"pharmacy loo treatment chesaru, chalaa manchi ga doctors",user_041,health,youtube,2024-03-29
match chudali ante manam vellali stadium kii,user_039,cricket,twitter,2024-06-27
"Bawarchi lo gongura chicken best undhi, price also reasonable",user_075,food,twitter,2024-02-09
"pharmacy lo treatment chesaru, chalaaa manchi ga doctors",user_113,health,facebook,2024-05-25
"budget announce chesindi, tax changes ledhu baagundi",user_046,politics,facebook,2024-05-06
"knee pain chaala ekkuva undhi, rest teesukuntunna",user_018,health,telegram,2024-04-26
"cricket unndi chala interesting, PBKS vs CSK ee weekend",user_057,cricket,instagram,2024-05-17
"music listen chesanu, anipstundi manchi ipudu",user_009,general,linkedin,2024-06-25
"coding project complete chesanu, chalaa santosham nenu",user_026,technology,youtube,2024-04-18
"ChatGPT update release ayyindi, bugs fix ayyai",user_060,technology,facebook,2024-03-13
"interval block chaala thrilling, Kalki hit avutundi anipistundi",user_146,movies,linkedin,2024-06-08
"drinking water chala ekkuva unndi, health improve avutundi",user_106,health,instagram,2024-03-08
"hero introduction scene chala manchi, whistle vesamu",user_002,movies,instagram,2024-04-19
"online class lo laptop nerchukunna, chaala useful",user_009,technology,facebook,2024-06-18
"rain ravali undhi, intloo loo anipstundi manchi ga",user_071,general,twitter,2024-01-20
"Google Pixel vs Samsung comparison chuudali, which better undi",user_022,technology,twitter,2024-03-24
"data science course join chesanu, chalaa useful undhi",user_004,technology,youtube,2024-04-13
"Dhoni batting chalaaa bagundi, fan undi nenu",user_001,cricket,facebook,2024-06-15
"Sunday special roti curry chestanu, family all istam",user_043,food,twitter,2024-02-29
"election results rrepu vastunnai, vote chesara nuvu",user_008,politics,facebook,2024-04-07
"app update release ayyindi, bugs fix ayyai",user_136,technology,twitter,2024-04-28
"weekend plans emi unndi, suggest cheyyandi",user_022,general,linkedin,2024-05-24
"laptop update release ayyindi, bugs fix ayyai",user_032,technology,whatsapp,2024-01-06
"medicine teesukuntunna, anipistundi manchi ga ippude",user_006,health,twitter,2024-05-29
"MTR new branch open ayyindi, eeroju try chedam",user_042,food,telegram,2024-03-11
"Sunday special idli chestanu, family all ishtam",user_009,food,instagram,2024-03-15
"Allu Arjun dialogue delivery chaala bagundhi, goosebumps vachindi",user_001,movies,instagram,2024-01-27
"ticket book chesanu HanuMan koosam, chaala excited",user_042,movies,twitter,2024-01-02
"CM speech baagundi ledu, promises only chestunnadu",user_008,politics,twitter,2024-04-16
"data science update release ayyindi, bugs fix ayyai",user_031,technology,instagram,2024-02-20
"data science course join chesanu, chalaaa useful undhi",user_004,technology,twitter,2024-05-17
"friends too outing ki vellaali repu, excited nenu",user_047,general,instagram,2024-05-02
"food delivery order chesanu, biryani ravali kosaam waiting undi nEnu",user_044,food,facebook,2024-03-30
"new policy announce chesindi, citizens anipistuntundi santosham",user_019,politics,facebook,2024-06-17
"exam hall ticket download chesanu, ready unndi naenu",user_124,education,instagram,2024-01-06
"data science chaala interesting, learn kavali nenu",user_130,technology,twitter,2024-04-23
"data science course join chesanu, chalaa useful unndi",user_006,technology,instagram,2024-03-29
"new policy announce chesindi, citizens anipstundi santhosham",user_012,politics,linkedin,2024-03-17
RCB win chesindi bro! celebration time undhi,user_087,cricket,facebook,2024-03-10
"weekend plans emi unndi, suggest cheyyandi",user_014,general,telegram,2024-04-16
"tuition at chemistry nerchukunna, concept clear ayyindi",user_002,education,instagram,2024-06-18
"friends too outing ki vellali repu, excited nenu",user_020,general,twitter,2024-02-21
"semester results manchi ga, family santhosham undhi",user_014,education,whatsapp,2024-04-11
"MP MLA constituency development chesadu, chala manchi",user_128,politics,youtube,2024-04-04
"MTR new branch open ayyindi, ee roju try chedam",user_016,food,linkedin,2024-01-25
"interval block chalaaa thrilling, Guntur Kaaram hit avutundi anipistundi",user_003,movies,instagram,2024-01-18
"Allu Arjun dialogue delivery chaala bagundi, goosebumps vachindi",user_025,movies,twitter,2024-02-04
"new policy announce chesindi, citizens anipistundi santhosam",user_012,politics,twitter,2024-05-27
"dosa chaala baagundi, Paradise l0 tinnali vellali manam",user_016,food,telegram,2024-04-12
"college loo assignment submit chesanu, bagaa ippudu",user_108,education,telegram,2024-01-03
"last over chala thrilling ga undi, CSK won by 2 runs",user_017,cricket,facebook,2024-05-12
"yoga start chesanu, stress chaala reduce ayyindi",user_030,health,twitter,2024-04-09
"cricket match baagundi unndi yaar, RCB vs India epic ga undhi",user_005,cricket,twitter,2024-05-05
"friends too outing ki vellaali rrepu, excited nEnu",user_082,general,instagram,2024-06-01
"tech conference ee rooju, ChatGPT talk chalaa manchi",user_004,technology,twitter,2024-06-27
"budget announce chesindi, tax changes ledu baagundi",user_012,politics,whatsapp,2024-05-27
"IPL finals eeroju chudali, chalaa excited naenu",user_086,cricket,twitter,2024-05-02
"physics paper chalaaa easy ga unndi, confident ga rasanu",user_056,education,instagram,2024-05-03
"Guntur Kaaram movie chaala bagundi, Mahesh acting super unndi",user_091,movies,instagram,2024-06-30
"new year resolution follow chesanu, manchi ga progress",user_014,general,twitter,2024-01-30
"back pain undi nenu, doctor at vellaali ee roju",user_086,health,telegram,2024-01-31
"cricket match bagundhi unndi yaar, PBKS vs DC epic ga undhi",user_013,cricket,twitter,2024-02-08
"physics paper chaala easy ga undi, confident ga rasanu",user_007,education,twitter,2024-03-03
"online class l0 laptop nerchukunna, chaala useful",user_009,technology,twitter,2024-01-05
"data science course join chesanu, chaala useful undi",user_012,technology,twitter,2024-04-11
"politics loo corruption chalaa ekkuva undi, change kavalli",user_007,politics,facebook,2024-03-17
"Samsung vs Samsung comparison chuudali, which better unndi",user_084,technology,instagram,2024-06-14
"last over chalaa thrilling ga undhi, India won by 2 runs",user_014,cricket,instagram,2024-04-26
"SSC exams raaavaali unnaru, chaala stress ga undhi nEnu",user_089,education,twitter,2024-06-28
"cooking chesanu today, roti curry chaala tasty ayyindi",user_050,food,twitter,2024-03-04
"KL Rahul century kottadu, chala manchii performance",user_024,cricket,instagram,2024-01-29
CSK win chesindi bro! celebration time undhi,user_082,cricket,twitter,2024-05-31
"new policy announce chesindi, citizens anipstundi santosham",user_087,politics,twitter,2024-06-03
"MLA speech baagundi ledu, promises only chestunnadu",user_091,politics,youtube,2024-05-29
"Dhoni century kottadu, chalaa manchi performance",user_036,cricket,facebook,2024-05-20
"degree exams exams raaavaali unnaru, chalaaa stress ga unndi naenu",user_002,education,instagram,2024-06-16
"JEE exams ravaali unnaaru, chalaaa stress ga undi nEnu",user_038,education,linkedin,2024-06-10
SRH win chesindi bro! celebration time unndi,user_030,cricket,facebook,2024-05-26
"AAP government new scheme announce chesindi, manchi ga undhi",user_074,politics,twitter,2024-03-08
"HanuMan movie chaala bagundhi, Mahesh acting super unndi",user_079,movies,facebook,2024-04-22
"online class l0 ChatGPT nerchukunna, chalaaa useful",user_012,technology,whatsapp,2024-02-06
"iPhone vs iPhone comparison chuudali, which better undi",user_010,technology,youtube,2024-06-06
"cinema choodali vellaali ee rooju, Pushpa 2 release ayyindi",user_044,movies,twitter,2024-05-18
"weekend plans emi unndi, suggest cheyyandi",user_113,general,twitter,2024-05-13
"study chesanu history koosam, chalaa difficult undhi",user_005,education,instagram,2024-02-13
"software paani at nenu, ChatGPT use undi",user_004,technology,facebook,2024-04-04
"software pani at naenu, ChatGPT use unndi",user_006,technology,facebook,2024-01-06
"Vijay Deverakonda dialogue delivery chalaa baagundi, goosebumps vachindi",user_032,movies,instagram,2024-06-14
"iPhone vs Samsung comparison chudali, which better undi",user_004,technology,twitter,2024-06-22
"Sunday special biryani chestanu, family all ishtham",user_042,food,instagram,2024-04-26
"KL Rahul century kottadu, chaala manchi performance",user_017,cricket,facebook,2024-05-26
"budget announce chesindi, tax changes ledhuu bagundi",user_007,politics,facebook,2024-04-27
"cooking chesanu today, idli chala tasty ayyindi",user_033,food,twitter,2024-03-21
"app crash avutundi, fix how telusu ledu nEnu",user_009,technology,twitter,2024-03-30
"software chalaa interesting, learn kavali naenu",user_021,technology,telegram,2024-03-24
"hero introduction scene chalaa manchi, whistle vesamu",user_011,movies,facebook,2024-06-11
"weekend intlo rest, chala santhosam nEnu",user_071,general,telegram,2024-01-28
"medicine teesukuntunna, anipistundi manchi ippudu",user_014,health,instagram,2024-01-14
"cinema chuudali vellali ee roju, Salaar release ayyindi",user_092,movies,twitter,2024-01-03
"hero introduction scene chalaa manchi ga, whistle vesamu",user_003,movies,facebook,2024-05-23
"data science course join chesanu, chalaaa useful undhi",user_012,technology,twitter,2024-03-18
"EAMCET result repu vastundi, nervous ga unndi naenu",user_041,education,instagram,2024-05-14
"nenu new book reading chesanu, chalaa interesting undhi",user_034,general,twitter,2024-05-18
"election results repuu vastunnai, vote chesara nuvu",user_007,politics,linkedin,2024-01-20
"Guntur Kaaram movie chaala bagundhi, Mahesh acting super undi",user_001,movies,twitter,2024-03-24
BJP vs Congress debate chalaa intense ga undi,user_071,politics,telegram,2024-06-13
"friends thoo outing ki velali repu, excited nEnu",user_004,general,instagram,2024-01-23
"college loo assignment submit chesanu, bagaa ipudu",user_098,education,instagram,2024-05-11
"ott release repu HanuMan, mnam chudali together intlo l0",user_011,movies,facebook,2024-01-23
"movie review: Salaar story baagundi, visuals chaala manchi",user_048,movies,twitter,2024-06-15
"diet follow chesanu, weight reduce avutundi slowly",user_006,health,twitter,2024-03-24
"weekend plans emi unndi, suggest cheyyandi",user_036,general,facebook,2024-04-19
"data science course join chesanu, chalaa useful unndi",user_077,technology,twitter,2024-05-02
"hero introduction scene chala manchii, whistle vesamu",user_003,movies,linkedin,2024-06-29
"data science course join chesanu, chala useful unndi",user_006,technology,twitter,2024-05-19
"Vijay Deverakonda performance chalaaa manchi ga, fans happy unnrau",user_073,movies,instagram,2024-02-23
"NTR performance chalaaa manchi ga, fans happy unnaaru",user_071,movies,youtube,2024-01-31
"degree exams result repuu vastundi, nervous ga undhi nenu",user_089,education,instagram,2024-05-26
"new Realme launch ayyindi, features chalaa manchi ga",user_031,technology,facebook,2024-02-24
"idli recipe try chesanu, chalaa easy ga unndi",user_013,food,twitter,2024-02-27
"election results repu vastunnai, vote chesara nuvvu",user_093,politics,whatsapp,2024-06-29
"Allu Arjun performance chaala manchii, fans happy unnaru",user_036,movies,facebook,2024-02-18
"Chutneys lo pulihora best unndi, price also reasonable",user_029,food,instagram,2024-03-05
"morning walk vellaali nEnu, fresh ga anipistundi chesanu",user_099,general,facebook,2024-05-06
"tech conference eeroju, Python talk chala manchi",user_090,technology,facebook,2024-03-26
"Samsung vs Realme comparison chudali, which better unndi",user_027,technology,twitter,2024-04-29
"team selection baagundi ledu, KL Rahul ledu select chesaru",user_034,cricket,twitter,2024-05-07
"family trip plan chesamu, chaala excited everyone",user_034,general,youtube,2024-03-28
"new policy announce chesindi, citizens anipstundi santosham",user_010,politics,twitter,2024-05-24
"IPL finals ee rooju chudali, chaala excited nEnu",user_066,cricket,facebook,2024-06-05
"traffic chalaaa ekkuva ee rooju, office late ayyanu",user_004,general,twitter,2024-05-07
"software pani at nenu, app use undi",user_045,technology,twitter,2024-01-25
"cooking chesanu today, gongura chicken chaala tasty ayyindi",user_016,food,facebook,2024-01-22
"cricket match baagundi undi yaar, DC vs SRH epic ga undhi",user_004,cricket,whatsapp,2024-02-27
"IPL finals eeroju chudali, chalaa excited nEnu",user_039,cricket,linkedin,2024-03-06
"new policy announce chesindi, citizens anipstundi santhosam",user_020,politics,facebook,2024-01-23
"cinema chuudali vellaali eeroju, Guntur Kaaram release ayyindi",user_070,movies,twitter,2024-02-14
"study chesanu maths kosam, chalaa difficult unndi",user_067,education,twitter,2024-03-14
"budget announce chesindi, tax changes ledhuu bagundi",user_010,politics,facebook,2024-03-18
"IPL finals eeroju chudali, chalaa excited nEnu",user_026,cricket,twitter,2024-04-30
"restaurant lo mirchi bajji order chesanu, taste chalaa manchii",user_088,food,instagram,2024-01-17
"pharmacy lo appointment fix chesanu, waiting undhi naenu",user_025,health,youtube,2024-02-08
"budget announce chesindi, tax changes ledhuu bagundhi",user_020,politics,linkedin,2024-05-01
"study chesanu history koosam, chala difficult unndi",user_124,education,facebook,2024-06-06
"tech conference eeroju, AI talk chalaa manchii",user_010,technology,youtube,2024-01-05
